molecule_chembl_id,canonical_smiles,median_ec50_nM,min_ec50_nM,max_ec50_nM,median_pEC50,bioactivity_class
CHEMBL1339956,CCOc1cc(/C=C(\C#N)C(=O)Nc2cccc(C(=O)O)c2)cc(Br)c1OC(=O)c1ccc(OC)cc1,13200.0,13200.0,13200.0,4.87942606879415,inactive
CHEMBL1375045,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],13200.0,13200.0,13200.0,4.87942606879415,inactive
CHEMBL1454770,Cn1cnc([N+](=O)[O-])c1Oc1cccc2ccccc12,13200.0,13200.0,13200.0,4.87942606879415,inactive
CHEMBL1390923,O=C(CCN1C(=O)/C(=C/c2cccs2)SC1=S)Nc1ccc(C(=O)O)c(O)c1,13300.0,13300.0,13300.0,4.876148359032914,inactive
CHEMBL1427221,O=C(CCl)Nc1cccc(-c2cnc3ccccc3n2)c1,13300.0,13300.0,13300.0,4.876148359032914,inactive
CHEMBL1429018,O=C(CSC1=NCCS1)Nc1ccc(S(=O)(=O)NC2CCCCC2)cc1,13300.0,13300.0,13300.0,4.876148359032914,inactive
CHEMBL1431612,O=C(Nc1ccc(Cl)cc1)C1c2cccc[n+]2CC(=O)N1Cc1ccc2c(c1)OCO2.[I-],13300.0,13300.0,13300.0,4.876148359032914,inactive
CHEMBL1437741,Cn1cnc([N+](=O)[O-])c1Sc1nnc(-c2cccnc2)n1C,13300.0,13300.0,13300.0,4.876148359032914,inactive
CHEMBL1445135,CCOC(=O)Cc1n[nH]c2c1C(c1cc(OC)ccc1OC)C(C#N)=C(N)O2,13300.0,13300.0,13300.0,4.876148359032914,inactive
CHEMBL1466363,NC(=O)CC[C@@H]1NC(=O)[C@H](CO)NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCC[C@@H](C(N)=O)NC1=O,13300.0,13300.0,13300.0,4.876148359032914,inactive
CHEMBL1486359,COC1=C(c2ccccc2)C(=O)c2ccccc2C1=O,13300.0,13300.0,13300.0,4.876148359032914,inactive
CHEMBL1499220,C=CCn1c(N)c(C(=O)Nc2cccc(C)c2)c2nc3ccccc3nc21,13300.0,13300.0,13300.0,4.876148359032914,inactive
CHEMBL1522503,COc1ccc(-c2[nH]nc3c2C(c2ccsc2)C(C#N)=C(N)O3)cc1,13300.0,13300.0,13300.0,4.876148359032914,inactive
CHEMBL30095,O=C1/C(=C/c2cccc([N+](=O)[O-])c2)CCc2ccccc21,13300.0,13300.0,13300.0,4.876148359032914,inactive
CHEMBL602990,CCOC(=O)c1c(C)oc2c1C(=O)c1ccccc1C2=O,13300.0,13300.0,13300.0,4.876148359032914,inactive
CHEMBL3214024,COc1ccccc1/N=C1\C(Cl)=C(O)OC1OC(=O)c1ccco1,13400.0,13400.0,13400.0,4.872895201635193,inactive
CHEMBL1437516,CCCCCCCCCCOC[n+]1cn(Cc2ccccc2)c2ccccc21.[Cl-],13500.0,13500.0,13500.0,4.8696662315049934,inactive
CHEMBL1505548,Cc1cc(C(=O)CCl)c(C)n1CC1COc2ccccc2O1,13500.0,13500.0,13500.0,4.8696662315049934,inactive
CHEMBL1589625,Cc1n[nH]c2c1C(c1c(C)nn(-c3ccccc3)c1Cl)C(C#N)=C(N)O2,13500.0,13500.0,13500.0,4.8696662315049934,inactive
CHEMBL3190263,Cc1ccc(C(=O)N/N=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)cn1,13500.0,13500.0,13500.0,4.8696662315049934,inactive
CHEMBL333767,O=C(NNC(=O)c1ccc([N+](=O)[O-])o1)c1ccccc1,13500.0,13500.0,13500.0,4.8696662315049934,inactive
CHEMBL1525669,CC(C)(C)c1cc(NC(=O)CCl)n(-c2ccccc2)n1,13600.0,13600.0,13600.0,4.866461091629782,inactive
CHEMBL3189264,Oc1ccc(/C(Cc2ccc3ccccc3n2)=N\Nc2ccccc2)c(O)c1,13600.0,13600.0,13600.0,4.866461091629782,inactive
CHEMBL1406895,COC(=O)C1=NN(C(=O)c2cccc(Br)c2)C(O)(c2ccc(Cl)cc2)C1,13700.0,13700.0,13700.0,4.863279432843593,inactive
CHEMBL1456115,O=[N+]([O-])c1cccc2[nH]nnc12,13700.0,13700.0,13700.0,4.863279432843593,inactive
CHEMBL1467422,Oc1ccc(NC(=S)N=Nc2c(O)[nH]c3ccc(Br)cc23)cc1,13700.0,13700.0,13700.0,4.863279432843593,inactive
CHEMBL1717678,Oc1c2c(nn1-c1ccccc1)CCSC2,13700.0,13700.0,13700.0,4.863279432843593,inactive
CHEMBL1332910,CCC(=O)Oc1ccc(C(=O)Nc2cccc(C(=O)c3ccccc3)c2)cc1,13800.0,13800.0,13800.0,4.860120913598763,inactive
CHEMBL1364083,Cc1noc(C)c1CSCC(=O)Oc1ccc(N(C)S(=O)(=O)c2ccc(Cl)cc2)cc1,13800.0,13800.0,13800.0,4.860120913598763,inactive
CHEMBL1499010,CC(C)CS(=O)(=O)C1=NSC2=NC(=O)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=N)N21,13800.0,13800.0,13800.0,4.860120913598763,inactive
CHEMBL1608044,Nc1ccc(Oc2ncccn2)cc1,13800.0,13800.0,13800.0,4.860120913598763,inactive
CHEMBL1424829,O=C(Oc1ccc2ccccc2c1)c1ccco1,13900.0,13900.0,13900.0,4.856985199745905,inactive
CHEMBL1469868,O=C1CC(c2cccnc2)=NN1c1ccccc1,13900.0,13900.0,13900.0,4.856985199745905,inactive
CHEMBL1568043,COc1cc(/C=C(\C#N)C(=O)Nc2ccc3c(c2)OCCO3)ccc1O,13900.0,13900.0,13900.0,4.856985199745905,inactive
CHEMBL1330951,COc1c(O)ccc2c1CN1CCc3cc4c(cc3C1C2)OCO4,14000.0,14000.0,14000.0,4.853871964321762,inactive
CHEMBL1348529,COCCOC(=O)C1=C(C)N=C2SCCC(=O)N2C1c1ccc(OC(=O)c2ccco2)cc1,14000.0,14000.0,14000.0,4.853871964321762,inactive
CHEMBL1454269,CCOc1ccccc1CNc1ccc(O)cc1,14000.0,14000.0,14000.0,4.853871964321762,inactive
CHEMBL3145102,COC(=O)Cc1cc(=O)n(-c2ccccc2)[nH]1,14000.0,14000.0,14000.0,4.853871964321762,inactive
CHEMBL3190976,CC1=C/C(=N/c2c(C)n(C)n(-c3ccccc3)c2=O)C=CC1=O,14000.0,14000.0,14000.0,4.853871964321762,inactive
CHEMBL1388084,Cc1cc(F)ccc1S(=O)(=O)N(C(=O)c1ccncc1)c1ccc(OC(=O)c2ccncc2)cc1,14100.0,14100.0,14100.0,4.85078088734462,inactive
CHEMBL1483657,Cn1cnc([N+](=O)[O-])c1Sc1ccc(C(C)(C)C)cc1,14100.0,14100.0,14100.0,4.85078088734462,inactive
CHEMBL1587432,CC(=O)Oc1cc2c(cc1Cl)C1(CC(c3ccccc3Cl)O2)CC(C)(C)N=C(S)N1,14100.0,14100.0,14100.0,4.85078088734462,inactive
CHEMBL1372030,CC/C(=C/c1sc2ccc(C)cc2[n+]1CCO)SC.COS(=O)(=O)[O-],14200.0,14200.0,14200.0,4.847711655616943,inactive
CHEMBL1378222,CC1=NNC(=O)C1Cc1ccc(F)cc1,14200.0,14200.0,14200.0,4.847711655616943,inactive
CHEMBL1437683,O=[N+]([O-])c1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)nc1,14200.0,14200.0,14200.0,4.847711655616943,inactive
CHEMBL390559,Cc1nn(-c2ccccc2)c(Cl)c1/C=C1\SC(=S)N(CCCCCC(=O)O)C1=O,14200.0,14200.0,14200.0,4.847711655616943,inactive
CHEMBL1376516,CCOC(=O)C1=C(c2ccccc2)N=C(N)NC1c1ccc(OCc2ccc(Cl)cc2)c(OC)c1,14300.0,14300.0,14300.0,4.844663962534939,inactive
CHEMBL1586425,CNC(=O)c1nnsc1S(=O)(=O)c1ccc(Cl)cc1,14300.0,14300.0,14300.0,4.844663962534939,inactive
CHEMBL1444373,CC(C)CS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=O)N=C2S1,14400.0,14400.0,14400.0,4.841637507904751,inactive
CHEMBL1454910,O=[N+]([O-])c1ccc(O)c2ncccc12,14400.0,14400.0,14400.0,4.841637507904751,inactive
CHEMBL1483809,CN1c2ccccc2C(C)(C)C12C=Nc1c(ccc3ccccc13)O2,14400.0,14400.0,14400.0,4.841637507904751,inactive
CHEMBL1535665,CCOC(=O)C1CCN(S(=O)(=O)c2c(Cl)ccc3nonc23)CC1,14400.0,14400.0,14400.0,4.841637507904751,inactive
CHEMBL1709281,COc1cc(C2(c3ccc(O)c(OC)c3)C(=O)Nc3c(C)cc(Br)cc32)ccc1O,14400.0,14400.0,14400.0,4.841637507904751,inactive
CHEMBL3189879,COc1nc(N/N=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)nc(N2CCOCC2)n1,14400.0,14400.0,14400.0,4.841637507904751,inactive
CHEMBL3193366,CO/C(O)=C1/C(C)=NC(=S)NC1c1ccc(OC(=O)c2ccco2)cc1,14400.0,14400.0,14400.0,4.841637507904751,inactive
CHEMBL1375966,CC(=O)c1ccc(Sc2nnnn2-c2ccccc2)c([N+](=O)[O-])c1,14500.0,14500.0,14500.0,4.838631997765025,inactive
CHEMBL1400469,CCN(CC)S(=O)(=O)c1cc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)ccc1C,14500.0,14500.0,14500.0,4.838631997765025,inactive
CHEMBL1483112,CCCSc1nnc(Sc2nnnn2-c2ccccc2)s1,14500.0,14500.0,14500.0,4.838631997765025,inactive
CHEMBL1580129,CC1(C)CC(CCNC(=O)CCl)(c2ccccc2)CCO1,14500.0,14500.0,14500.0,4.838631997765025,inactive
CHEMBL1709150,CS(=O)(=O)c1nc([N+](=O)[O-])nn1CCCc1ccccc1,14500.0,14500.0,14500.0,4.838631997765025,inactive
CHEMBL3198685,CCOC(=O)N/N=C\c1ccc(OC(=O)c2ccco2)cc1,14500.0,14500.0,14500.0,4.838631997765025,inactive
CHEMBL1345722,CCCc1nc(SCC(=O)N2CCc3ccccc3C2)c2ccccc2n1,14600.0,14600.0,14600.0,4.835647144215563,inactive
CHEMBL1969760,COc1cccc(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccco2)c1,14600.0,14600.0,14600.0,4.835647144215563,inactive
CHEMBL1600855,CCCCCCCCCCCCCCCC[N+](C)(C)C.O.[OH-],14700.0,14700.0,14700.0,4.8326826652518236,inactive
CHEMBL3199015,CC1=NC2(O)c3ccccc3C(=O)C2(O)/C1=C(/O)OC(C)C,14700.0,14700.0,14700.0,4.8326826652518236,inactive
CHEMBL1428683,O=C(Oc1ccccc1N1C(=O)CCC1=O)c1ccco1,14800.0,14800.0,14800.0,4.8297382846050425,inactive
CHEMBL1588306,CCCc1c(O)oc2nnc(C)c-2c1C,14800.0,14800.0,14800.0,4.8297382846050425,inactive
CHEMBL1367745,CCN(CC)S(=O)(=O)c1ccc(NN=C(C#N)C#N)cc1,15000.0,15000.0,15000.0,4.823908740944319,inactive
CHEMBL1969046,Cc1ccc(S(=O)(=O)/N=C2\C=C(Nc3cccc(C(=O)O)c3)C(=O)c3ccccc32)c(C)c1,15000.0,15000.0,15000.0,4.823908740944319,inactive
CHEMBL3194842,CN1C(=O)/C(=N\OC(=O)c2cccc3ccccc23)c2ccccc21,15000.0,15000.0,15000.0,4.823908740944319,inactive
CHEMBL1310967,COC(=O)c1ccccc1S(=O)(=O)N1CCC(NC(=O)c2ccccc2)CC1,15100.0,15100.0,15100.0,4.82102305270683,inactive
CHEMBL1320429,O=C(CCCN1C(=O)/C(=C\c2ccccc2)SC1=S)Nc1ccc(O)cc1C(=O)O,15100.0,15100.0,15100.0,4.82102305270683,inactive
CHEMBL1327390,CCOc1ccc(/C=C2\SC(=S)N(CCC(=O)Nc3ccccc3C(=O)O)C2=O)cc1,15100.0,15100.0,15100.0,4.82102305270683,inactive
CHEMBL1499567,CCOC(=O)CSCC(=O)N1N=C(c2cccs2)CC1c1ccc(F)cc1,15100.0,15100.0,15100.0,4.82102305270683,inactive
CHEMBL1519280,O=C(Oc1cccc(-n2cnnn2)c1)c1ccco1,15100.0,15100.0,15100.0,4.82102305270683,inactive
CHEMBL3191989,O=C(CCl)/N=c1\sccn1Cc1ccc(Cl)cc1Cl,15100.0,15100.0,15100.0,4.82102305270683,inactive
CHEMBL1077990,COC(=O)c1sc(-c2cccs2)cc1NC(=O)/C=C/C(=O)O,15200.0,15200.0,15200.0,4.818156412055227,inactive
CHEMBL1377610,COC(=O)c1ccccc1OC(=O)c1ccc(Br)o1,15200.0,15200.0,15200.0,4.818156412055227,inactive
CHEMBL1443497,CCOC(=O)CSc1nc2sc3c(c2c(=O)n1C1CCCCC1)CCN(C)C3,15200.0,15200.0,15200.0,4.818156412055227,inactive
CHEMBL1465186,CCCCN(C(=O)c1cccc2c(=O)c(C)c(-c3ccccc3)oc12)c1ccccc1,15200.0,15200.0,15200.0,4.818156412055227,inactive
CHEMBL1532323,O=C(CCN1C(=O)/C(=C\c2ccccc2F)SC1=S)Nc1ccc(C(=O)O)c(O)c1,15200.0,15200.0,15200.0,4.818156412055227,inactive
CHEMBL1360539,O=C1c2ccccc2C(=O)c2c1oc(C(F)(F)F)c2C(=O)c1ccccc1,15300.0,15300.0,15300.0,4.815308569182402,inactive
CHEMBL1415423,O=C(Oc1ccc(-c2nnco2)cc1)c1ccco1,15300.0,15300.0,15300.0,4.815308569182402,inactive
CHEMBL1432432,Cn1c(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)nc2c([N+](=O)[O-])cccc21.[I-],15300.0,15300.0,15300.0,4.815308569182402,inactive
CHEMBL1527616,O=C(CCl)NCc1c(Cl)cccc1-n1cccc1,15300.0,15300.0,15300.0,4.815308569182402,inactive
CHEMBL1382518,COc1cccc(/C=C/C(=O)c2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2)c1,15400.0,15400.0,15400.0,4.812479279163537,inactive
CHEMBL1529781,O=C(CCCN1C(=O)/C(=C/c2ccccc2)SC1=S)Nc1ccc(C(=O)O)c(O)c1,15400.0,15400.0,15400.0,4.812479279163537,inactive
CHEMBL1578056,O=C1CCN(N=Nc2cccc(Cl)c2)N1,15400.0,15400.0,15400.0,4.812479279163537,inactive
CHEMBL1352439,NS(=O)(=O)c1ccc(NN=C2C(=O)NC(=S)NC2=O)cc1,15500.0,15500.0,15500.0,4.809668301829708,inactive
CHEMBL1794130,Cl.Nc1cccc2c(O)cccc12,15500.0,15500.0,15500.0,4.809668301829708,inactive
CHEMBL505618,CC(Nc1c[nH]c(=O)[nH]c1=O)c1ccccc1,15500.0,15500.0,15500.0,4.809668301829708,inactive
CHEMBL1480243,COc1ccc(NC(=O)/C(C#N)=C/c2ncc([N+](=O)[O-])n2C)c(OC)c1,15600.0,15600.0,15600.0,4.806875401645539,inactive
CHEMBL1520615,CCCCS/C(=C(/C#N)C(N)=O)c1cc2c([nH]1)CCCC2,15600.0,15600.0,15600.0,4.806875401645539,inactive
CHEMBL1361173,Cc1ccc(NC2=C(N3CCOCC3)C(=O)c3ccccc3C2=O)cc1,15700.0,15700.0,15700.0,4.804100347590766,inactive
CHEMBL1365552,Cn1c2ccccc2c2cc(C(=O)NNC(=O)CCl)sc21,15700.0,15700.0,15700.0,4.804100347590766,inactive
CHEMBL1484933,CC(=O)C(Sc1ncnc2c1nnn2-c1ccc(F)cc1)C(=O)N(C)C,15700.0,15700.0,15700.0,4.804100347590766,inactive
CHEMBL1485945,Cn1cnc([N+](=O)[O-])c1S(=O)(=O)c1cccc(Cl)c1,15800.0,15800.0,15800.0,4.801342913045577,inactive
CHEMBL1376540,Cc1ccc(C(=O)NC2(O)C(=O)c3ccccc3C2=O)cc1C,15900.0,15900.0,15900.0,4.798602875679548,inactive
CHEMBL1391921,Cc1ccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C)s3)n2)cc1,16000.0,16000.0,16000.0,4.795880017344075,inactive
CHEMBL1413839,Cc1ccc(-n2nc(C)c(NC(=O)CCl)c2C)cc1C,16000.0,16000.0,16000.0,4.795880017344075,inactive
CHEMBL1600541,CS(=O)(=O)C1=NSC2=NC(=O)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=N)N21,16000.0,16000.0,16000.0,4.795880017344075,inactive
CHEMBL1995641,O=C(N/N=C/c1coc2ccc(Cl)cc2c1=O)c1ccc(O)cc1,16100.0,16100.0,16100.0,4.79317412396815,inactive
CHEMBL465226,CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@@]21C,16100.0,16100.0,16100.0,4.79317412396815,inactive
CHEMBL1468055,Cc1noc2ncnc(Sc3ccc(Br)cc3)c12,16200.0,16200.0,16200.0,4.790484985457369,inactive
CHEMBL1557816,COc1cc(/C=C/c2sc3ccccc3[n+]2CCCS(=O)(=O)[O-])ccc1O,16200.0,16200.0,16200.0,4.790484985457369,inactive
CHEMBL1590615,CCOC(=O)N1C(=O)[C@@](c2ccc(Cl)cc2)(C(C)C)N1C(=O)OCC,16200.0,16200.0,16200.0,4.790484985457369,inactive
CHEMBL3191597,CC(C)(C)OC(=O)N/N=C\c1ccc(OC(=O)c2ccco2)cc1,16200.0,16200.0,16200.0,4.790484985457369,inactive
CHEMBL1551808,O=C(O)CCCN1C(=O)/C(=C\C(Cl)=C\c2ccccc2)SC1=S,16300.0,16300.0,16300.0,4.787812395596042,inactive
CHEMBL1326933,COc1ccc(S(=O)(=O)c2cnc3ccccc3n2)cc1,16400.0,16400.0,16400.0,4.785156151952302,inactive
CHEMBL1330054,O=C(Oc1ccc(N(C(=O)c2ccncc2)S(=O)(=O)c2ccc(Cl)cc2)cc1)c1ccncc1,16400.0,16400.0,16400.0,4.785156151952302,inactive
CHEMBL1501990,O=C(NC1(O)C(=O)c2ccccc2C1=O)c1ccccc1,16400.0,16400.0,16400.0,4.785156151952302,inactive
CHEMBL1308358,CCOC(=O)c1nnc(-c2cccs2)nc1Oc1ccc(Cl)cc1,16500.0,16500.0,16500.0,4.782516055786093,inactive
CHEMBL1387436,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccc2c(c1)OCO2,16500.0,16500.0,16500.0,4.782516055786093,inactive
CHEMBL1500823,O=C(CSc1ncnc2c1nnn2Cc1ccccc1F)NCC1CCCO1,16500.0,16500.0,16500.0,4.782516055786093,inactive
CHEMBL3214593,COc1cc(C(=O)NCC(=O)N/N=C/c2cccc(OC(=O)c3ccco3)c2)cc(OC)c1OC,16600.0,16600.0,16600.0,4.779891911959945,inactive
CHEMBL1332532,c1ccc(C2[C@H]3CN(Cc4cccnc4)[C@H](c4ccccc4)C34CC2(c2cccnc2)C4)cc1,16700.0,16700.0,16700.0,4.777283528852417,inactive
CHEMBL1545902,N=c1c2c(ncn1Cc1ccco1)Oc1ccc3ccccc3c1C2c1ccccc1,16700.0,16700.0,16700.0,4.777283528852417,inactive
CHEMBL3208288,COC(=O)N/N=C\c1ccc(OC(=O)c2ccco2)cc1,16700.0,16700.0,16700.0,4.777283528852417,inactive
CHEMBL1392225,CC(C)(C)c1cc(C(=O)CCN2CCOCC2)cc(C(C)(C)C)c1O,16800.0,16800.0,16800.0,4.774690718274137,inactive
CHEMBL1404013,CS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=O)N=C2S1,16800.0,16800.0,16800.0,4.774690718274137,inactive
CHEMBL1453636,O=Cc1ccnc(-c2ccc(OC(=O)c3ccco3)cc2)n1,16800.0,16800.0,16800.0,4.774690718274137,inactive
CHEMBL1545792,CCc1ccc2c(c1)C(NC(C)=O)C(=O)N2CCN1CCOCC1.Cl,16800.0,16800.0,16800.0,4.774690718274137,inactive
CHEMBL1420857,Nc1ccc2[nH]c(CCCCc3nc4ccccc4[nH]3)nc2c1,16900.0,16900.0,16900.0,4.772113295386326,inactive
CHEMBL3145051,COC(=O)Cc1c(C)[nH]n(-c2cc(Cl)cc(Cl)c2)c1=O,16900.0,16900.0,16900.0,4.772113295386326,inactive
CHEMBL533226,c1ccc(-c2nnc(-c3ccccn3)nc2NC2CCCCC2)cc1,16900.0,16900.0,16900.0,4.772113295386326,inactive
CHEMBL1387900,Cc1nc2ccccc2c2c1C(=O)N(c1cccc(C(=O)O)c1)C2=O,17000.0,17000.0,17000.0,4.769551078621726,inactive
CHEMBL1555752,CCN(CC)C(=O)c1ccc2c(c1)C1C(Cl)C(Sc3ccccc3[N+](=O)[O-])CC1C(C(=O)O)N2,17000.0,17000.0,17000.0,4.769551078621726,inactive
CHEMBL1568333,N=C1/C(=C\c2ccc(OC(=O)c3ccc(F)cc3)cc2)C(=O)N=C2SC(N3CCOCC3)=NN12,17100.0,17100.0,17100.0,4.767003889607846,inactive
CHEMBL1451336,Cc1ccc(S(=O)(=O)Cc2cc(F)c([N+](=O)[O-])cc2[N+](=O)[O-])cc1,17200.0,17200.0,17200.0,4.764471553092451,inactive
CHEMBL1583807,COc1cc(/C=C/c2cc[n+](C)cc2)ccc1OCC(=O)Nc1ccc(Cl)c(Cl)c1.[I-],17200.0,17200.0,17200.0,4.764471553092451,inactive
CHEMBL1605939,Cc1nn(C(=O)CNS(=O)(=O)c2ccccc2)c(C)c1Sc1ccc(Cl)cc1,17200.0,17200.0,17200.0,4.764471553092451,inactive
CHEMBL1377533,CC(=O)Oc1ccc(N(C(C)=O)S(=O)(=O)c2ccc3ccccc3c2)cc1Br,17300.0,17300.0,17300.0,4.761953896871205,inactive
CHEMBL1390013,COc1cc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)ccc1OC(=O)c1ccccc1,17300.0,17300.0,17300.0,4.761953896871205,inactive
CHEMBL1458840,CC(C)(C)c1cc(C(c2cccnc2)N2CCN(CCO)CC2)cc(C(C)(C)C)c1O,17300.0,17300.0,17300.0,4.761953896871205,inactive
CHEMBL1469590,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccco1,17400.0,17400.0,17400.0,4.7594507517174005,inactive
CHEMBL1301722,CCO.Cn1c2c(c(=O)n(C)c1=O)[C@@]1(C(=O)Nc3ccccc31)C(C#N)=C(N)O2,17500.0,17500.0,17500.0,4.756961951313706,inactive
CHEMBL1392911,COc1ccc(NC(S)=Nc2ccc3nsnc3c2)cc1,17500.0,17500.0,17500.0,4.756961951313706,inactive
CHEMBL3145304,Cc1[nH]n(-c2ccccc2)c(=O)c1/C=N\NC(=O)C1COc2ccccc2O1,17500.0,17500.0,17500.0,4.756961951313706,inactive
CHEMBL1352082,CCCc1n[nH]c2c1C(c1ccncc1)C(C#N)=C(N)O2,17600.0,17600.0,17600.0,4.7544873321858505,inactive
CHEMBL1441329,Cc1ccc(S[C@@H](CCN2CC[C@H](C)CCC2=O)c2ccccc2)cc1,17600.0,17600.0,17600.0,4.7544873321858505,inactive
CHEMBL1985131,CCN1Cc2c(/C=C/c3ccccc3)nc3ccc(OC)cc3c2N(c2cccc(Cl)c2)C1,17600.0,17600.0,17600.0,4.7544873321858505,inactive
CHEMBL1300420,N#Cc1cc(-c2ccccc2)nc(Oc2ccccc2)n1,17700.0,17700.0,17700.0,4.752026733638194,inactive
CHEMBL1343352,COc1ccc(-c2cc(CNC(=O)CCl)on2)cc1,17700.0,17700.0,17700.0,4.752026733638194,inactive
CHEMBL1372597,COC(=O)CCCCCN1C(=O)/C(=C\c2ccncc2)SC1=S,17700.0,17700.0,17700.0,4.752026733638194,inactive
CHEMBL1399145,CC1(C)N=C(SCC(=O)Nc2ccc(Cl)cc2Cl)C(c2ccccc2)=N1,17700.0,17700.0,17700.0,4.752026733638194,inactive
CHEMBL1478145,CCN(Cc1ccccc1)S(=O)(=O)c1ccc(C(=O)N(CCCN(C)C)c2nc3cc(C)cc(C)c3s2)cc1.Cl,17700.0,17700.0,17700.0,4.752026733638194,inactive
CHEMBL1496555,Cc1ccccc1C(=O)NNC(=S)NC(=O)COc1ccccc1,17700.0,17700.0,17700.0,4.752026733638194,inactive
CHEMBL1571290,O=C(NCc1cccnc1)/C(=C\c1ccc(-c2cccc(Cl)c2)o1)S(=O)(=O)c1ccccc1,17800.0,17800.0,17800.0,4.749579997691106,inactive
CHEMBL3210913,COC(=O)c1ccc(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccccc2)cc1,17800.0,17800.0,17800.0,4.749579997691106,inactive
CHEMBL1380020,O=C(COC(=O)C1CC(=O)N(Cc2ccco2)C1)c1ccc(OC(=O)c2ccco2)cc1,18000.0,18000.0,18000.0,4.7447274948966935,inactive
CHEMBL1400164,C=CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(OC(=O)c2ccco2)c(OC)c1,18000.0,18000.0,18000.0,4.7447274948966935,inactive
CHEMBL1427272,Oc1nnc(Sc2ncnc3sccc23)n1CCc1ccccc1,18000.0,18000.0,18000.0,4.7447274948966935,inactive
CHEMBL3190117,CCO/C(O)=C1/C(C)=NC2(O)c3ccccc3C(=O)C12O,18100.0,18100.0,18100.0,4.7423214251308154,inactive
CHEMBL1576824,CCC(C)Nc1nc(Cl)nc(N(C#N)CN2C(=O)c3ccccc3S2(=O)=O)n1,18200.0,18200.0,18200.0,4.739928612014925,inactive
CHEMBL1735634,COc1ccc(CC(=O)O/N=C(\N)Cc2cccc3ccccc23)cc1OC,18200.0,18200.0,18200.0,4.739928612014925,inactive
CHEMBL1418676,O=S(=O)(Cc1ccccc1)c1cnc2ccccc2n1,18300.0,18300.0,18300.0,4.73754891026957,inactive
CHEMBL1311688,CC(C)(C)Nc1nc(Cl)nc(N(C#N)CN2C(=O)c3ccccc3S2(=O)=O)n1,18400.0,18400.0,18400.0,4.735182176990463,inactive
CHEMBL1322046,COC(=O)CCCC1=CC2=C(c3ccccc3)C(=O)C(C)(OC(=O)C3CCCC3)C(=O)C2=CN1CCCCO,18400.0,18400.0,18400.0,4.735182176990463,inactive
CHEMBL1453114,CC(C)(C)c1csc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)n1,18400.0,18400.0,18400.0,4.735182176990463,inactive
CHEMBL1508402,O=C(CCl)Nc1cccc(CP(=O)(c2ccccc2)c2ccccc2)c1,18400.0,18400.0,18400.0,4.735182176990463,inactive
CHEMBL1568257,COC(=O)c1ccc(C(=O)OC)c(-n2c(=O)c3ccccc3c3ccccc3c2=O)c1,18500.0,18500.0,18500.0,4.732828271596986,inactive
CHEMBL1576520,COc1ccc(NC(=O)c2cccc(N3C(=O)C4C5C=CC(C5)C4C3=O)c2)cc1Cl,18500.0,18500.0,18500.0,4.732828271596986,inactive
CHEMBL1305372,O=C1/C(=C/c2ccccc2F)SC(=S)N1CC(=O)N1CCCCC1c1cccnc1,18600.0,18600.0,18600.0,4.730487055782084,inactive
CHEMBL1329532,[O-][n+]1c2c(nc3c1-c1ccccc1C3O)CCCC2,18600.0,18600.0,18600.0,4.730487055782084,inactive
CHEMBL1407208,CCOc1cc(/C=C2/C(=N)N3C(=NC2=O)SN=C3S(=O)(=O)C(C)C)ccc1OC(=O)c1ccco1,18600.0,18600.0,18600.0,4.730487055782084,inactive
CHEMBL1436932,CCOc1cc(/C=C2\C(=N)N3N=C(N4CCCCC4)SC3=NC2=O)ccc1OC(=O)c1ccco1,18600.0,18600.0,18600.0,4.730487055782084,inactive
CHEMBL1978279,COc1ccc(/N=C/C2=C(O)c3ccccc3CC2)cc1,18600.0,18600.0,18600.0,4.730487055782084,inactive
CHEMBL1333637,Cc1nn(C(=O)c2cccnc2)c(C)c1Sc1ccc(Br)cc1,18700.0,18700.0,18700.0,4.728158393463501,inactive
