molecule_chembl_id,n_records,median_ec50_nM,min_ec50_nM,max_ec50_nM,median_pEC50,activity_label
CHEMBL1565674,1,5300.0,5300.0,5300.0,5.275724130399211,weak_or_moderate
CHEMBL1325982,1,5310.0,5310.0,5310.0,5.274905478918531,weak_or_moderate
CHEMBL1467133,1,5330.0,5330.0,5330.0,5.273272790973428,weak_or_moderate
CHEMBL3194941,1,5340.0,5340.0,5340.0,5.272458742971444,weak_or_moderate
CHEMBL1389273,1,5360.0,5360.0,5360.0,5.270835210307229,weak_or_moderate
CHEMBL1414704,1,5370.0,5370.0,5370.0,5.270025714300445,weak_or_moderate
CHEMBL1541441,1,5380.0,5380.0,5380.0,5.269217724333611,weak_or_moderate
CHEMBL3145200,1,5400.0,5400.0,5400.0,5.267606240177031,weak_or_moderate
CHEMBL1470321,1,5420.0,5420.0,5420.0,5.266000713461613,weak_or_moderate
CHEMBL445304,1,5430.0,5430.0,5430.0,5.265200170411153,weak_or_moderate
CHEMBL1405837,1,5460.0,5460.0,5460.0,5.262807357295262,weak_or_moderate
CHEMBL1462615,1,5460.0,5460.0,5460.0,5.262807357295262,weak_or_moderate
CHEMBL1305275,1,5470.0,5470.0,5470.0,5.262012673666569,weak_or_moderate
CHEMBL3145174,1,5480.0,5480.0,5480.0,5.261219441515631,weak_or_moderate
CHEMBL571501,1,5480.0,5480.0,5480.0,5.261219441515631,weak_or_moderate
CHEMBL1530942,1,5510.0,5510.0,5510.0,5.2588484011482155,weak_or_moderate
CHEMBL3188273,1,5510.0,5510.0,5510.0,5.2588484011482155,weak_or_moderate
CHEMBL1455110,1,5520.0,5520.0,5520.0,5.258060922270801,weak_or_moderate
CHEMBL1492648,1,5530.0,5530.0,5530.0,5.257274868695301,weak_or_moderate
CHEMBL1326529,1,5550.0,5550.0,5550.0,5.255707016877324,weak_or_moderate
CHEMBL1586263,1,5550.0,5550.0,5550.0,5.255707016877324,weak_or_moderate
CHEMBL2005996,1,5560.0,5560.0,5560.0,5.2549252084179425,weak_or_moderate
CHEMBL1611922,1,5580.0,5580.0,5580.0,5.253365801062421,weak_or_moderate
CHEMBL1429164,1,5610.0,5610.0,5610.0,5.251037138743839,weak_or_moderate
CHEMBL1467857,1,5630.0,5630.0,5630.0,5.249491605148654,weak_or_moderate
CHEMBL1486335,1,5640.0,5640.0,5640.0,5.248720896016658,weak_or_moderate
CHEMBL1560679,1,5660.0,5660.0,5660.0,5.247183568811728,weak_or_moderate
CHEMBL1577840,1,5660.0,5660.0,5660.0,5.247183568811728,weak_or_moderate
CHEMBL1300242,1,5680.0,5680.0,5680.0,5.245651664288982,weak_or_moderate
CHEMBL1459332,1,5690.0,5690.0,5690.0,5.244887733604928,weak_or_moderate
CHEMBL1594740,1,5700.0,5700.0,5700.0,5.2441251443275085,weak_or_moderate
CHEMBL1609009,1,5700.0,5700.0,5700.0,5.2441251443275085,weak_or_moderate
CHEMBL1333510,1,5710.0,5710.0,5710.0,5.243363891754152,weak_or_moderate
CHEMBL3191474,1,5710.0,5710.0,5710.0,5.243363891754152,weak_or_moderate
CHEMBL3144906,1,5730.0,5730.0,5730.0,5.24184537803261,weak_or_moderate
CHEMBL1563782,1,5750.0,5750.0,5750.0,5.2403321553103694,weak_or_moderate
CHEMBL1556185,1,5780.0,5780.0,5780.0,5.2380721615794705,weak_or_moderate
CHEMBL1599965,1,5780.0,5780.0,5780.0,5.2380721615794705,weak_or_moderate
CHEMBL1496897,1,5790.0,5790.0,5790.0,5.237321436272564,weak_or_moderate
CHEMBL1479080,1,5800.0,5800.0,5800.0,5.236572006437063,weak_or_moderate
CHEMBL1589425,1,5800.0,5800.0,5800.0,5.236572006437063,weak_or_moderate
CHEMBL1491158,1,5820.0,5820.0,5820.0,5.235077015350111,weak_or_moderate
CHEMBL1381768,1,5850.0,5850.0,5850.0,5.232844133917819,weak_or_moderate
CHEMBL1419822,1,5870.0,5870.0,5870.0,5.231361898752386,weak_or_moderate
CHEMBL1455724,1,5870.0,5870.0,5870.0,5.231361898752386,weak_or_moderate
CHEMBL1488929,1,5870.0,5870.0,5870.0,5.231361898752386,weak_or_moderate
CHEMBL1568915,1,5880.0,5880.0,5880.0,5.230622673923861,weak_or_moderate
CHEMBL1424562,1,5920.0,5920.0,5920.0,5.22767829327708,weak_or_moderate
CHEMBL1353155,1,5950.0,5950.0,5950.0,5.22548303427145,weak_or_moderate
CHEMBL99408,1,5950.0,5950.0,5950.0,5.22548303427145,weak_or_moderate
CHEMBL1400512,1,5970.0,5970.0,5970.0,5.224025668870631,weak_or_moderate
CHEMBL1496231,1,5990.0,5990.0,5990.0,5.2225731776106885,weak_or_moderate
CHEMBL3144936,1,5990.0,5990.0,5990.0,5.2225731776106885,weak_or_moderate
CHEMBL1508051,1,6030.0,6030.0,6030.0,5.219682687859849,weak_or_moderate
CHEMBL1602084,1,6040.0,6040.0,6040.0,5.218963061378869,weak_or_moderate
CHEMBL1412143,1,6050.0,6050.0,6050.0,5.2182446253475305,weak_or_moderate
CHEMBL1564250,1,6070.0,6070.0,6070.0,5.2168113089247425,weak_or_moderate
CHEMBL1506210,1,6090.0,6090.0,6090.0,5.215382707367125,weak_or_moderate
CHEMBL1508085,1,6090.0,6090.0,6090.0,5.215382707367125,weak_or_moderate
CHEMBL1606004,1,6100.0,6100.0,6100.0,5.214670164989233,weak_or_moderate
CHEMBL1398826,1,6130.0,6130.0,6130.0,5.212539525481585,weak_or_moderate
CHEMBL1539293,1,6160.0,6160.0,6160.0,5.210419287835574,weak_or_moderate
CHEMBL1418643,1,6170.0,6170.0,6170.0,5.209714835966759,weak_or_moderate
CHEMBL1498517,1,6190.0,6190.0,6190.0,5.2083093509798815,weak_or_moderate
CHEMBL1576666,1,6190.0,6190.0,6190.0,5.2083093509798815,weak_or_moderate
CHEMBL1391390,1,6220.0,6220.0,6220.0,5.206209615309181,weak_or_moderate
CHEMBL1461680,1,6220.0,6220.0,6220.0,5.206209615309181,weak_or_moderate
CHEMBL1460524,1,6230.0,6230.0,6230.0,5.20551195334083,weak_or_moderate
CHEMBL1970909,1,6240.0,6240.0,6240.0,5.204815410317575,weak_or_moderate
CHEMBL1335964,1,6250.0,6250.0,6250.0,5.204119982655925,weak_or_moderate
CHEMBL1407128,1,6260.0,6260.0,6260.0,5.20342566678957,weak_or_moderate
CHEMBL1389212,1,6270.0,6270.0,6270.0,5.202732459169283,weak_or_moderate
CHEMBL1341919,1,6290.0,6290.0,6290.0,5.201349354554731,weak_or_moderate
CHEMBL1567264,1,6310.0,6310.0,6310.0,5.199970640755866,weak_or_moderate
CHEMBL1336261,1,6320.0,6320.0,6320.0,5.199282921717614,weak_or_moderate
CHEMBL1369671,1,6320.0,6320.0,6320.0,5.199282921717614,weak_or_moderate
CHEMBL1584687,1,6330.0,6330.0,6330.0,5.198596289982644,weak_or_moderate
CHEMBL1561089,1,6360.0,6360.0,6360.0,5.196542884351587,weak_or_moderate
CHEMBL417727,1,6360.0,6360.0,6360.0,5.196542884351587,weak_or_moderate
CHEMBL600526,1,6370.0,6370.0,6370.0,5.195860567664649,weak_or_moderate
CHEMBL1457500,1,6380.0,6380.0,6380.0,5.195179321278838,weak_or_moderate
CHEMBL3199406,1,6380.0,6380.0,6380.0,5.195179321278838,weak_or_moderate
CHEMBL1570637,1,6390.0,6390.0,6390.0,5.1944991418416,weak_or_moderate
CHEMBL1608041,1,6430.0,6430.0,6430.0,5.191789027075778,weak_or_moderate
CHEMBL1495610,1,6460.0,6460.0,6460.0,5.189767482004916,weak_or_moderate
CHEMBL1306649,1,6490.0,6490.0,6490.0,5.187755303199631,weak_or_moderate
CHEMBL1586445,1,6500.0,6500.0,6500.0,5.187086643357144,weak_or_moderate
CHEMBL1351750,1,6550.0,6550.0,6550.0,5.183758700008217,weak_or_moderate
CHEMBL1612774,1,6550.0,6550.0,6550.0,5.183758700008217,weak_or_moderate
CHEMBL1461834,1,6580.0,6580.0,6580.0,5.181774106386044,weak_or_moderate
CHEMBL1534678,1,6580.0,6580.0,6580.0,5.181774106386044,weak_or_moderate
CHEMBL1456821,1,6590.0,6590.0,6590.0,5.18111458540599,weak_or_moderate
CHEMBL1548439,1,6630.0,6630.0,6630.0,5.178486471595226,weak_or_moderate
CHEMBL1386493,1,6680.0,6680.0,6680.0,5.175223537524454,weak_or_moderate
CHEMBL1508129,1,6680.0,6680.0,6680.0,5.175223537524454,weak_or_moderate
CHEMBL1585332,1,6700.0,6700.0,6700.0,5.173925197299173,weak_or_moderate
CHEMBL1487321,1,6720.0,6720.0,6720.0,5.172630726946174,weak_or_moderate
CHEMBL2004417,1,6730.0,6730.0,6730.0,5.171984935776023,weak_or_moderate
CHEMBL1529601,1,6750.0,6750.0,6750.0,5.170696227168975,weak_or_moderate
CHEMBL1794081,1,6780.0,6780.0,6780.0,5.168770306132936,weak_or_moderate
CHEMBL1461824,1,6790.0,6790.0,6790.0,5.168130225719498,weak_or_moderate
CHEMBL1600360,1,6800.0,6800.0,6800.0,5.167491087293763,weak_or_moderate
CHEMBL1596076,1,6810.0,6810.0,6810.0,5.166852888087215,weak_or_moderate
CHEMBL1577545,1,6850.0,6850.0,6850.0,5.164309428507575,weak_or_moderate
CHEMBL1597827,1,6860.0,6860.0,6860.0,5.163675884293248,weak_or_moderate
CHEMBL1332048,1,6940.0,6940.0,6940.0,5.158640529545146,weak_or_moderate
CHEMBL1471341,1,6940.0,6940.0,6940.0,5.158640529545146,weak_or_moderate
CHEMBL1570673,1,6940.0,6940.0,6940.0,5.158640529545146,weak_or_moderate
CHEMBL1573118,1,6970.0,6970.0,6970.0,5.15676722190199,weak_or_moderate
CHEMBL1425245,1,7000.0,7000.0,7000.0,5.154901959985743,weak_or_moderate
CHEMBL1453503,1,7000.0,7000.0,7000.0,5.154901959985743,weak_or_moderate
CHEMBL1540682,1,7000.0,7000.0,7000.0,5.154901959985743,weak_or_moderate
CHEMBL1582771,1,7010.0,7010.0,7010.0,5.154281982033341,weak_or_moderate
CHEMBL1519313,1,7020.0,7020.0,7020.0,5.153662887870195,weak_or_moderate
CHEMBL1560706,1,7040.0,7040.0,7040.0,5.152427340857888,weak_or_moderate
CHEMBL1480171,1,7050.0,7050.0,7050.0,5.151810883008601,weak_or_moderate
CHEMBL1489005,1,7080.0,7080.0,7080.0,5.149966742310231,weak_or_moderate
CHEMBL1386232,1,7090.0,7090.0,7090.0,5.149353764816933,weak_or_moderate
CHEMBL1583996,1,7140.0,7140.0,7140.0,5.146301788223825,weak_or_moderate
CHEMBL1459914,1,7200.0,7200.0,7200.0,5.142667503568731,weak_or_moderate
CHEMBL1462257,1,7200.0,7200.0,7200.0,5.142667503568731,weak_or_moderate
CHEMBL1558436,1,7200.0,7200.0,7200.0,5.142667503568731,weak_or_moderate
CHEMBL1567419,1,7210.0,7210.0,7210.0,5.142064735280571,weak_or_moderate
CHEMBL1596996,1,7210.0,7210.0,7210.0,5.142064735280571,weak_or_moderate
CHEMBL1548695,1,7220.0,7220.0,7220.0,5.141462802430361,weak_or_moderate
CHEMBL1523699,1,7240.0,7240.0,7240.0,5.140261433802853,weak_or_moderate
CHEMBL1370471,1,7260.0,7260.0,7260.0,5.139063379299906,weak_or_moderate
CHEMBL1465945,1,7260.0,7260.0,7260.0,5.139063379299906,weak_or_moderate
CHEMBL496,1,7270.0,7270.0,7270.0,5.138465589140962,weak_or_moderate
CHEMBL3145018,1,7280.0,7280.0,7280.0,5.137868620686962,weak_or_moderate
CHEMBL1076559,1,7300.0,7300.0,7300.0,5.136677139879544,weak_or_moderate
CHEMBL1541973,1,7310.0,7310.0,7310.0,5.13608262304214,weak_or_moderate
CHEMBL1467760,1,7320.0,7320.0,7320.0,5.135488918941608,weak_or_moderate
CHEMBL1604205,1,7370.0,7370.0,7370.0,5.132532512140949,weak_or_moderate
CHEMBL1558874,1,7390.0,7390.0,7390.0,5.131355561605174,weak_or_moderate
CHEMBL3144975,1,7390.0,7390.0,7390.0,5.131355561605174,weak_or_moderate
CHEMBL1342141,1,7410.0,7410.0,7410.0,5.130181792020672,weak_or_moderate
CHEMBL1584428,1,7440.0,7440.0,7440.0,5.128427064454121,weak_or_moderate
CHEMBL1344681,1,7450.0,7450.0,7450.0,5.127843727251707,weak_or_moderate
CHEMBL51931,1,7450.0,7450.0,7450.0,5.127843727251707,weak_or_moderate
CHEMBL1609405,1,7460.0,7460.0,7460.0,5.127261172527332,weak_or_moderate
CHEMBL1602314,1,7500.0,7500.0,7500.0,5.1249387366083,weak_or_moderate
CHEMBL1538796,1,7560.0,7560.0,7560.0,5.121478204498794,weak_or_moderate
CHEMBL3208859,1,7560.0,7560.0,7560.0,5.121478204498794,weak_or_moderate
CHEMBL1460750,1,7590.0,7590.0,7590.0,5.11975822410452,weak_or_moderate
CHEMBL1580684,1,7590.0,7590.0,7590.0,5.11975822410452,weak_or_moderate
CHEMBL602776,1,7620.0,7620.0,7620.0,5.118045028660399,weak_or_moderate
CHEMBL1417290,1,7630.0,7630.0,7630.0,5.117475462045119,weak_or_moderate
CHEMBL1532588,1,7630.0,7630.0,7630.0,5.117475462045119,weak_or_moderate
CHEMBL1565520,1,7650.0,7650.0,7650.0,5.116338564846382,weak_or_moderate
CHEMBL1493700,1,7710.0,7710.0,7710.0,5.112945621949043,weak_or_moderate
CHEMBL3196976,1,7720.0,7720.0,7720.0,5.112382699664264,weak_or_moderate
CHEMBL1403154,1,7750.0,7750.0,7750.0,5.110698297493689,weak_or_moderate
CHEMBL3189457,1,7750.0,7750.0,7750.0,5.110698297493689,weak_or_moderate
CHEMBL1570760,1,7780.0,7780.0,7780.0,5.109020403010311,weak_or_moderate
CHEMBL1347633,1,7790.0,7790.0,7790.0,5.108462542327436,weak_or_moderate
CHEMBL1403143,1,7800.0,7800.0,7800.0,5.107905397309519,weak_or_moderate
CHEMBL1525064,1,7800.0,7800.0,7800.0,5.107905397309519,weak_or_moderate
CHEMBL2006893,1,7810.0,7810.0,7810.0,5.1073489661227,weak_or_moderate
CHEMBL1547025,1,7830.0,7830.0,7830.0,5.106238237942057,weak_or_moderate
CHEMBL1324674,1,7850.0,7850.0,7850.0,5.105130343254747,weak_or_moderate
CHEMBL1421433,1,7890.0,7890.0,7890.0,5.10292299679058,weak_or_moderate
CHEMBL1530927,1,7930.0,7930.0,7930.0,5.100726812682396,weak_or_moderate
CHEMBL1585072,1,7930.0,7930.0,7930.0,5.100726812682396,weak_or_moderate
CHEMBL1327934,1,7940.0,7940.0,7940.0,5.100179497572904,weak_or_moderate
CHEMBL1569472,1,7960.0,7960.0,7960.0,5.099086932262331,weak_or_moderate
CHEMBL1419788,1,8060.0,8060.0,8060.0,5.09366495819491,weak_or_moderate
CHEMBL1978549,1,8060.0,8060.0,8060.0,5.09366495819491,weak_or_moderate
CHEMBL1452114,1,8080.0,8080.0,8080.0,5.092588639225414,weak_or_moderate
CHEMBL1341870,1,8120.0,8120.0,8120.0,5.090443970758825,weak_or_moderate
CHEMBL1410788,1,8130.0,8130.0,8130.0,5.089909454405932,weak_or_moderate
CHEMBL1541219,1,8130.0,8130.0,8130.0,5.089909454405932,weak_or_moderate
CHEMBL3209454,1,8130.0,8130.0,8130.0,5.089909454405932,weak_or_moderate
CHEMBL1411788,1,8170.0,8170.0,8170.0,5.087777943467584,weak_or_moderate
CHEMBL1510262,1,8180.0,8180.0,8180.0,5.087246696328677,weak_or_moderate
CHEMBL1605867,1,8180.0,8180.0,8180.0,5.087246696328677,weak_or_moderate
CHEMBL1396209,1,8200.0,8200.0,8200.0,5.086186147616283,weak_or_moderate
CHEMBL1326577,1,8230.0,8230.0,8230.0,5.08460016478773,weak_or_moderate
CHEMBL1523842,1,8240.0,8240.0,8240.0,5.084072788302884,weak_or_moderate
CHEMBL1508896,1,8290.0,8290.0,8290.0,5.081445469449727,weak_or_moderate
CHEMBL584269,1,8320.0,8320.0,8320.0,5.0798766737092755,weak_or_moderate
CHEMBL1359736,1,8330.0,8330.0,8330.0,5.079354998593212,weak_or_moderate
CHEMBL1301254,1,8340.0,8340.0,8340.0,5.078833949362261,weak_or_moderate
CHEMBL1599023,1,8360.0,8360.0,8360.0,5.077793722560983,weak_or_moderate
CHEMBL1794196,1,8360.0,8360.0,8360.0,5.077793722560983,weak_or_moderate
CHEMBL1586980,1,8370.0,8370.0,8370.0,5.07727454200674,weak_or_moderate
CHEMBL1734894,1,8400.0,8400.0,8400.0,5.075720713938118,weak_or_moderate
CHEMBL1452938,1,8430.0,8430.0,8430.0,5.074172425375258,weak_or_moderate
CHEMBL1505902,1,8480.0,8480.0,8480.0,5.071604147743287,weak_or_moderate
CHEMBL1313693,1,8490.0,8490.0,8490.0,5.071092309756047,weak_or_moderate
CHEMBL1310030,1,8500.0,8500.0,8500.0,5.070581074285707,weak_or_moderate
CHEMBL1299266,1,8520.0,8520.0,8520.0,5.0695604052333,weak_or_moderate
CHEMBL1480059,1,8520.0,8520.0,8520.0,5.0695604052333,weak_or_moderate
CHEMBL1337591,1,8530.0,8530.0,8530.0,5.069050968832477,weak_or_moderate
CHEMBL1407253,1,8540.0,8540.0,8540.0,5.068542129310995,weak_or_moderate
CHEMBL1449794,1,8540.0,8540.0,8540.0,5.068542129310995,weak_or_moderate
CHEMBL1555858,1,8580.0,8580.0,8580.0,5.066512712151295,weak_or_moderate
CHEMBL1368065,1,8600.0,8600.0,8600.0,5.065501548756432,weak_or_moderate
CHEMBL1381901,1,8620.0,8620.0,8620.0,5.064492734175287,weak_or_moderate
CHEMBL1344426,1,8640.0,8640.0,8640.0,5.063486257521107,weak_or_moderate
CHEMBL1393844,1,8640.0,8640.0,8640.0,5.063486257521107,weak_or_moderate
CHEMBL1359931,1,8650.0,8650.0,8650.0,5.062983892535186,weak_or_moderate
CHEMBL3210668,1,8650.0,8650.0,8650.0,5.062983892535186,weak_or_moderate
CHEMBL3212479,1,8650.0,8650.0,8650.0,5.062983892535186,weak_or_moderate
CHEMBL1364861,1,8670.0,8670.0,8670.0,5.061980902523789,weak_or_moderate
CHEMBL1441739,1,8670.0,8670.0,8670.0,5.061980902523789,weak_or_moderate
CHEMBL2369166,1,8670.0,8670.0,8670.0,5.061980902523789,weak_or_moderate
CHEMBL1299526,1,8700.0,8700.0,8700.0,5.060480747381382,weak_or_moderate
CHEMBL1504283,1,8710.0,8710.0,8710.0,5.059981844992336,weak_or_moderate
CHEMBL1542863,1,8710.0,8710.0,8710.0,5.059981844992336,weak_or_moderate
CHEMBL1445606,1,8740.0,8740.0,8740.0,5.058488567365597,weak_or_moderate
CHEMBL1516772,1,8760.0,8760.0,8760.0,5.05749589383192,weak_or_moderate
CHEMBL3195920,1,8760.0,8760.0,8760.0,5.05749589383192,weak_or_moderate
CHEMBL1380131,1,8810.0,8810.0,8810.0,5.055024091587953,weak_or_moderate
CHEMBL1466445,1,8810.0,8810.0,8810.0,5.055024091587953,weak_or_moderate
CHEMBL1424664,1,8840.0,8840.0,8840.0,5.053547734986926,weak_or_moderate
CHEMBL1517493,1,8840.0,8840.0,8840.0,5.053547734986926,weak_or_moderate
CHEMBL3189876,1,8840.0,8840.0,8840.0,5.053547734986926,weak_or_moderate
CHEMBL1369200,1,8850.0,8850.0,8850.0,5.053056729302174,weak_or_moderate
CHEMBL1495412,1,8850.0,8850.0,8850.0,5.053056729302174,weak_or_moderate
CHEMBL1383369,1,8860.0,8860.0,8860.0,5.052566278112949,weak_or_moderate
CHEMBL1456937,1,8860.0,8860.0,8860.0,5.052566278112949,weak_or_moderate
CHEMBL1487834,1,8860.0,8860.0,8860.0,5.052566278112949,weak_or_moderate
CHEMBL3199919,1,8860.0,8860.0,8860.0,5.052566278112949,weak_or_moderate
CHEMBL1554411,1,8890.0,8890.0,8890.0,5.051098239029786,weak_or_moderate
CHEMBL1527341,1,8910.0,8910.0,8910.0,5.050122295963125,weak_or_moderate
CHEMBL1373992,1,8930.0,8930.0,8930.0,5.049148541111453,weak_or_moderate
CHEMBL1494713,1,8950.0,8950.0,8950.0,5.048176964684088,weak_or_moderate
CHEMBL1561949,1,8970.0,8970.0,8970.0,5.047207556955907,weak_or_moderate
CHEMBL1532935,1,8980.0,8980.0,8980.0,5.0467236633326955,weak_or_moderate
CHEMBL1560220,1,9010.0,9010.0,9010.0,5.045275209020938,weak_or_moderate
CHEMBL594707,1,9020.0,9020.0,9020.0,5.044793462458058,weak_or_moderate
CHEMBL1377938,1,9040.0,9040.0,9040.0,5.043831569524636,weak_or_moderate
CHEMBL1567760,1,9070.0,9070.0,9070.0,5.042392712939905,weak_or_moderate
CHEMBL1352564,1,9090.0,9090.0,9090.0,5.041436116778033,weak_or_moderate
CHEMBL1460909,1,9090.0,9090.0,9090.0,5.041436116778033,weak_or_moderate
CHEMBL1596475,1,9120.0,9120.0,9120.0,5.0400051616715835,weak_or_moderate
CHEMBL52347,1,9130.0,9130.0,9130.0,5.039529222465701,weak_or_moderate
CHEMBL1426692,1,9140.0,9140.0,9140.0,5.039053804266169,weak_or_moderate
CHEMBL1567805,1,9170.0,9170.0,9170.0,5.0376306643299795,weak_or_moderate
CHEMBL1448592,2,9195.0,8550.0,9840.0,5.037519393420243,weak_or_moderate
CHEMBL1376311,1,9180.0,9180.0,9180.0,5.037157318798758,weak_or_moderate
CHEMBL1378118,1,9190.0,9190.0,9190.0,5.036684488613888,weak_or_moderate
CHEMBL1495048,1,9200.0,9200.0,9200.0,5.036212172654444,weak_or_moderate
CHEMBL1439672,1,9210.0,9210.0,9210.0,5.03574036980315,weak_or_moderate
CHEMBL1520740,1,9210.0,9210.0,9210.0,5.03574036980315,weak_or_moderate
CHEMBL600313,1,9210.0,9210.0,9210.0,5.03574036980315,weak_or_moderate
CHEMBL3192544,1,9230.0,9230.0,9230.0,5.0347982989740885,weak_or_moderate
CHEMBL1494202,1,9250.0,9250.0,9250.0,5.0338582672609675,weak_or_moderate
CHEMBL1576130,1,9250.0,9250.0,9250.0,5.0338582672609675,weak_or_moderate
CHEMBL1465424,1,9270.0,9270.0,9270.0,5.032920265855503,weak_or_moderate
CHEMBL1561505,1,9270.0,9270.0,9270.0,5.032920265855503,weak_or_moderate
CHEMBL1389508,1,9300.0,9300.0,9300.0,5.031517051446064,weak_or_moderate
CHEMBL3191961,1,9310.0,9310.0,9310.0,5.031050319018657,weak_or_moderate
CHEMBL1438154,1,9320.0,9320.0,9320.0,5.030584087646019,weak_or_moderate
CHEMBL1428095,1,9360.0,9360.0,9360.0,5.028724151261895,weak_or_moderate
CHEMBL1462012,1,9370.0,9370.0,9370.0,5.028260409112222,weak_or_moderate
CHEMBL1978855,1,9370.0,9370.0,9370.0,5.028260409112222,weak_or_moderate
CHEMBL580340,1,9370.0,9370.0,9370.0,5.028260409112222,weak_or_moderate
CHEMBL1315948,1,9380.0,9380.0,9380.0,5.027797161620935,weak_or_moderate
CHEMBL1502410,1,9390.0,9390.0,9390.0,5.027334407733889,weak_or_moderate
CHEMBL1308687,1,9400.0,9400.0,9400.0,5.026872146400301,weak_or_moderate
CHEMBL1607696,1,9420.0,9420.0,9420.0,5.025949097207123,weak_or_moderate
CHEMBL1327965,1,9440.0,9440.0,9440.0,5.025028005701931,weak_or_moderate
CHEMBL1470101,1,9450.0,9450.0,9450.0,5.0245681914907365,weak_or_moderate
CHEMBL1577151,1,9450.0,9450.0,9450.0,5.0245681914907365,weak_or_moderate
CHEMBL1408577,1,9460.0,9460.0,9460.0,5.024108863598207,weak_or_moderate
CHEMBL1609807,1,9470.0,9470.0,9470.0,5.023650020996726,weak_or_moderate
CHEMBL1535849,1,9480.0,9480.0,9480.0,5.023191662661934,weak_or_moderate
CHEMBL1587031,1,9520.0,9520.0,9520.0,5.021363051615525,weak_or_moderate
CHEMBL1726348,1,9520.0,9520.0,9520.0,5.021363051615525,weak_or_moderate
CHEMBL1424975,1,9540.0,9540.0,9540.0,5.020451625295905,weak_or_moderate
CHEMBL1471978,1,9540.0,9540.0,9540.0,5.020451625295905,weak_or_moderate
CHEMBL1541405,1,9560.0,9560.0,9560.0,5.0195421077239,weak_or_moderate
CHEMBL260148,1,9610.0,9610.0,9610.0,5.017276612331455,weak_or_moderate
CHEMBL1559,1,9630.0,9630.0,9630.0,5.016373712875465,weak_or_moderate
CHEMBL1343329,1,9690.0,9690.0,9690.0,5.013676222949234,weak_or_moderate
CHEMBL1338004,1,9700.0,9700.0,9700.0,5.013228265733755,weak_or_moderate
CHEMBL1379902,1,9710.0,9710.0,9710.0,5.012780770091995,weak_or_moderate
CHEMBL1581727,1,9730.0,9730.0,9730.0,5.011887159731648,weak_or_moderate
CHEMBL1608084,1,9740.0,9740.0,9740.0,5.011441043121384,weak_or_moderate
CHEMBL1197872,1,9760.0,9760.0,9760.0,5.010550182333308,weak_or_moderate
CHEMBL88811,1,9770.0,9770.0,9770.0,5.010105436281227,weak_or_moderate
CHEMBL1200348,1,9780.0,9780.0,9780.0,5.009661145212398,weak_or_moderate
CHEMBL1321952,1,9780.0,9780.0,9780.0,5.009661145212398,weak_or_moderate
CHEMBL1562359,1,9800.0,9800.0,9800.0,5.008773924307505,weak_or_moderate
CHEMBL1595409,1,9800.0,9800.0,9800.0,5.008773924307505,weak_or_moderate
CHEMBL1573722,1,9820.0,9820.0,9820.0,5.00788851221305,weak_or_moderate
CHEMBL3211966,1,9820.0,9820.0,9820.0,5.00788851221305,weak_or_moderate
CHEMBL1471012,1,9840.0,9840.0,9840.0,5.007004901568658,weak_or_moderate
CHEMBL1794249,1,9870.0,9870.0,9870.0,5.005682847330363,weak_or_moderate
CHEMBL1483235,1,9880.0,9880.0,9880.0,5.005243055412372,weak_or_moderate
CHEMBL1568150,1,9880.0,9880.0,9880.0,5.005243055412372,weak_or_moderate
CHEMBL1567670,1,9920.0,9920.0,9920.0,5.0034883278458215,weak_or_moderate
CHEMBL1306377,1,9970.0,9970.0,9970.0,5.001304841688344,weak_or_moderate
CHEMBL1310115,1,10000.0,10000.0,10000.0,5.0,weak_or_moderate
CHEMBL1438646,1,10000.0,10000.0,10000.0,5.0,weak_or_moderate
CHEMBL1460748,1,10000.0,10000.0,10000.0,5.0,weak_or_moderate
CHEMBL1568102,1,10000.0,10000.0,10000.0,5.0,weak_or_moderate
CHEMBL1606613,1,10000.0,10000.0,10000.0,5.0,weak_or_moderate
CHEMBL1643542,1,10000.0,10000.0,10000.0,5.0,weak_or_moderate
CHEMBL1794157,1,10000.0,10000.0,10000.0,5.0,weak_or_moderate
CHEMBL1310969,1,10100.0,10100.0,10100.0,4.995678626217358,weak_or_moderate
CHEMBL1338327,1,10100.0,10100.0,10100.0,4.995678626217358,weak_or_moderate
CHEMBL1362545,1,10100.0,10100.0,10100.0,4.995678626217358,weak_or_moderate
CHEMBL1415639,1,10100.0,10100.0,10100.0,4.995678626217358,weak_or_moderate
CHEMBL1432348,1,10100.0,10100.0,10100.0,4.995678626217358,weak_or_moderate
CHEMBL1530209,1,10100.0,10100.0,10100.0,4.995678626217358,weak_or_moderate
CHEMBL1544909,1,10100.0,10100.0,10100.0,4.995678626217358,weak_or_moderate
CHEMBL1548086,1,10100.0,10100.0,10100.0,4.995678626217358,weak_or_moderate
CHEMBL1576416,1,10100.0,10100.0,10100.0,4.995678626217358,weak_or_moderate
CHEMBL1595992,1,10100.0,10100.0,10100.0,4.995678626217358,weak_or_moderate
CHEMBL1603293,1,10100.0,10100.0,10100.0,4.995678626217358,weak_or_moderate
CHEMBL1794195,1,10100.0,10100.0,10100.0,4.995678626217358,weak_or_moderate
CHEMBL1998946,1,10100.0,10100.0,10100.0,4.995678626217358,weak_or_moderate
CHEMBL1201049,1,10200.0,10200.0,10200.0,4.991399828238082,weak_or_moderate
CHEMBL1368727,1,10200.0,10200.0,10200.0,4.991399828238082,weak_or_moderate
